Word,File,Count
euphorion,file5.txt,1
resemblest,file5.txt,1
mitchells,file8.txt,1
gravediggers,file5.txt,6
gravediggers,file4.txt,5
gravediggers,file8.txt,1
mapleslong,file1.txt,1
breadth,file5.txt,1
breadth,file1.txt,8
breadth,file6.txt,7
breadth,file3.txt,5
breadth,file2.txt,1
breadth,file7.txt,2
breadth,file8.txt,1
lebeuf,file5.txt,1
discharges,file5.txt,6
discharges,file1.txt,1
discharges,file7.txt,1
asturias,file5.txt,2
complimented,file1.txt,2
complimented,file6.txt,1
complimented,file3.txt,1
complimented,file4.txt,4
complimented,file2.txt,1
complimented,file7.txt,2
tripping,file5.txt,2
tripping,file6.txt,4
tripping,file8.txt,1
handsoyou,file2.txt,1
chilly,file5.txt,3
chilly,file1.txt,1
chilly,file6.txt,2
dummy,file6.txt,1
dummy,file2.txt,2
discharged,file5.txt,17
discharged,file1.txt,3
discharged,file6.txt,7
discharged,file3.txt,2
discharged,file4.txt,3
discharged,file7.txt,2
discharged,file8.txt,2
pirohitees,file1.txt,1
chills,file4.txt,3
flashing,file5.txt,4
flashing,file1.txt,5
flashing,file6.txt,2
flashing,file3.txt,2
flashing,file4.txt,2
flashing,file2.txt,1
flashing,file7.txt,4
flashing,file8.txt,1
flop,file6.txt,1
flop,file3.txt,5
flow,file5.txt,7
flow,file1.txt,6
flow,file6.txt,13
flow,file3.txt,3
flow,file4.txt,6
flow,file7.txt,1
flow,file8.txt,1
boythat,file8.txt,1
waythere,file1.txt,1
avanti,file4.txt,1
timid,file5.txt,20
timid,file1.txt,8
timid,file6.txt,25
timid,file3.txt,7
timid,file4.txt,9
timid,file2.txt,2
timid,file7.txt,2
mainbrace,file1.txt,1
resonance,file6.txt,3
resonance,file3.txt,1
resonance,file8.txt,1
lowstudded,file5.txt,1
flog,file1.txt,2
flog,file6.txt,2
fruitires,file5.txt,3
hoistingwheels,file5.txt,1
whirlpooles,file1.txt,1
remit,file4.txt,2
tombstones,file1.txt,2
tombstones,file6.txt,1
tombstones,file7.txt,2
tombstones,file8.txt,5
endone,file4.txt,1
hallooingand,file6.txt,1
civilities,file6.txt,1
civilities,file4.txt,3
poetically,file4.txt,1
pellet,file5.txt,2
pellet,file4.txt,1
iiiapparition,file5.txt,2
dumps,file1.txt,1
dumps,file6.txt,1
pamla,file5.txt,1
bothering,file6.txt,2
bothering,file7.txt,1
unfallen,file1.txt,1
redundancy,file3.txt,1
tambourinethat,file1.txt,1
avail,file5.txt,2
avail,file1.txt,2
avail,file6.txt,9
avail,file3.txt,3
avail,file4.txt,4
avail,file2.txt,1
avail,file7.txt,2
avail,file8.txt,2
misspent,file3.txt,1
fiftysecond,file5.txt,1
housemaid,file6.txt,3
housemaid,file4.txt,2
housemaid,file2.txt,1
housemaid,file7.txt,2
aforethought,file1.txt,2
affairsthis,file6.txt,1
tcelin,file5.txt,1
halfremembrance,file8.txt,1
observances,file7.txt,1
jugglers,file1.txt,1
detachments,file6.txt,14
detachments,file4.txt,1
avait,file5.txt,3
swarmingtime,file1.txt,1
toadies,file7.txt,2
marquand,file8.txt,2
viceking,file6.txt,5
grudged,file6.txt,2
noahs,file1.txt,5
noahs,file7.txt,2
shrines,file5.txt,1
shrines,file1.txt,1
shrines,file6.txt,3
sizeabove,file7.txt,1
bridgehead,file6.txt,3
retinues,file6.txt,1
scythesthough,file1.txt,1
leicester,file1.txt,1
housemade,file5.txt,1
longitude,file1.txt,6
timea,file2.txt,1
timea,file7.txt,1
circumstances,file5.txt,17
circumstances,file1.txt,26
circumstances,file6.txt,48
circumstances,file3.txt,21
circumstances,file4.txt,48
circumstances,file2.txt,9
circumstances,file7.txt,47
circumstances,file8.txt,11
timed,file3.txt,1
itmay,file4.txt,1
baltic,file1.txt,3
baltic,file6.txt,1
sneaks,file1.txt,1
conveniently,file1.txt,1
conveniently,file6.txt,1
conveniently,file2.txt,1
conveniently,file7.txt,1
conveniently,file8.txt,1
devising,file5.txt,1
devising,file4.txt,1
timei,file3.txt,2
timei,file8.txt,1
pernicious,file5.txt,1
pernicious,file3.txt,1
pernicious,file7.txt,1
tellsomething,file4.txt,1
mystifying,file1.txt,1
mystifying,file8.txt,1
circumstanced,file1.txt,1
circumstanced,file7.txt,1
chinked,file3.txt,1
timelacking,file6.txt,1
rarity,file5.txt,4
rarity,file3.txt,2
rarity,file8.txt,1
subornation,file3.txt,1
became,file5.txt,159
became,file1.txt,24
became,file6.txt,170
became,file3.txt,30
became,file4.txt,130
became,file2.txt,31
became,file7.txt,60
became,file8.txt,42
cemeteries,file5.txt,4
cemeteries,file1.txt,2
faites,file6.txt,1
spliced,file1.txt,1
fiftyfour,file6.txt,1
soulless,file5.txt,1
soulless,file1.txt,1
soulless,file8.txt,1
amputationsbut,file1.txt,1
odessa,file6.txt,2
odessa,file2.txt,1
aldermen,file1.txt,1
blindfold,file1.txt,1
blindfold,file6.txt,2
blindfold,file4.txt,1
blindfold,file8.txt,2
seventynine,file5.txt,1
times,file5.txt,134
times,file1.txt,110
times,file6.txt,151
times,file3.txt,51
times,file4.txt,111
times,file2.txt,17
times,file7.txt,92
times,file8.txt,56
footed,file5.txt,1
footed,file1.txt,2
viiian,file5.txt,2
vacillating,file5.txt,1
vacillating,file6.txt,2
vacillating,file4.txt,1
vacillating,file7.txt,1
salads,file5.txt,2
muscle,file5.txt,2
muscle,file1.txt,2
muscle,file6.txt,6
muscle,file3.txt,1
muscle,file4.txt,1
fourpence,file7.txt,1
trephining,file8.txt,1
lowborn,file4.txt,1
jolted,file5.txt,3
jolted,file6.txt,9
jolted,file3.txt,3
jolted,file2.txt,1
burningthe,file4.txt,1
countenanceneither,file4.txt,1
contiguity,file1.txt,1
corbeaux,file5.txt,2
porpora,file4.txt,1
longlegged,file6.txt,1
bachelor,file5.txt,2
bachelor,file1.txt,7
bachelor,file6.txt,9
bachelor,file3.txt,6
bachelor,file4.txt,3
bachelor,file2.txt,8
bachelor,file7.txt,4
flue,file5.txt,8
concierges,file4.txt,2
bwinging,file6.txt,1
elsedeserted,file3.txt,1
harness,file5.txt,7
harness,file1.txt,1
harness,file6.txt,24
harness,file3.txt,6
harness,file4.txt,4
harness,file2.txt,2
harness,file8.txt,2
conducing,file6.txt,1
allhis,file4.txt,1
sketch,file5.txt,9
sketch,file4.txt,4
sketch,file2.txt,2
sketch,file7.txt,2
viceroyalties,file4.txt,1
himdid,file6.txt,1
teresa,file4.txt,67
sokolnitz,file6.txt,4
eugnie,file4.txt,130
fairies,file5.txt,2
fairies,file4.txt,2
beautiful,file5.txt,110
beautiful,file1.txt,8
beautiful,file6.txt,81
beautiful,file3.txt,14
beautiful,file4.txt,98
beautiful,file2.txt,11
beautiful,file7.txt,25
beautiful,file8.txt,31
subsoil,file5.txt,6
gravitations,file5.txt,1
relicall,file5.txt,1
eventual,file5.txt,1
eventual,file1.txt,1
styling,file4.txt,2
notation,file5.txt,2
palsy,file5.txt,2
palsy,file1.txt,2
palsy,file8.txt,1
deputations,file6.txt,1
girlthe,file8.txt,1
deeplyregretted,file4.txt,1
dissecting,file5.txt,1
dissecting,file6.txt,2
tracery,file1.txt,1
latterthe,file5.txt,1
swordthrust,file3.txt,1
soundlyso,file8.txt,1
archery,file2.txt,1
everjuvenile,file1.txt,1
mobbing,file1.txt,1
placidity,file5.txt,3
placidity,file1.txt,2
placidity,file3.txt,1
placidity,file4.txt,1
placidity,file8.txt,1
anaconda,file1.txt,2
dvorant,file5.txt,1
jeanah,file5.txt,1
chessmen,file6.txt,3
kitchen,file5.txt,21
kitchen,file1.txt,4
kitchen,file6.txt,10
kitchen,file3.txt,1
kitchen,file4.txt,10
kitchen,file2.txt,6
kitchen,file7.txt,58
kitchen,file8.txt,4
prevented,file5.txt,10
prevented,file1.txt,2
prevented,file6.txt,15
prevented,file3.txt,5
prevented,file4.txt,24
prevented,file7.txt,3
twentyyearold,file6.txt,1
nayez,file6.txt,1
antlers,file1.txt,1
indiarubber,file2.txt,1
noblemanyoung,file4.txt,1
freemason,file1.txt,1
freemason,file6.txt,6
freemason,file2.txt,1
delighttopgallant,file1.txt,1
marlingspikes,file1.txt,1
fanand,file1.txt,1
ferrusino,file4.txt,1
theywhich,file6.txt,1
bambino,file5.txt,1
margins,file2.txt,1
margins,file7.txt,1
feeswith,file4.txt,1
pancras,file3.txt,1
pancras,file2.txt,1
anothera,file5.txt,1
anothera,file6.txt,1
afraidit,file5.txt,1
instructionshere,file6.txt,1
whalenaturalists,file1.txt,1
chrehe,file6.txt,1
pouting,file6.txt,2
glare,file5.txt,5
glare,file1.txt,3
glare,file3.txt,2
glare,file4.txt,5
glare,file2.txt,3
glare,file7.txt,5
glare,file8.txt,2
terrestrial,file5.txt,9
terrestrial,file6.txt,3
terrestrial,file3.txt,1
terrestrial,file4.txt,3
terrestrial,file8.txt,1
saccommodi,file4.txt,2
shoethe,file3.txt,1
budget,file5.txt,3
budget,file6.txt,1
budget,file4.txt,1
budget,file8.txt,1
tigerish,file3.txt,1
glass,file5.txt,81
glass,file1.txt,15
glass,file6.txt,71
glass,file3.txt,26
glass,file4.txt,121
glass,file2.txt,13
glass,file7.txt,33
glass,file8.txt,22
bukovinait,file8.txt,1
tidewaiter,file2.txt,1
impetuously,file5.txt,7
impetuously,file1.txt,3
impetuously,file6.txt,6
lightpierre,file6.txt,1
remonstrating,file1.txt,1
monsiuer,file5.txt,1
prettyso,file6.txt,1
preventer,file1.txt,1
sleepingchamber,file4.txt,2
adorned,file5.txt,8
adorned,file1.txt,1
adorned,file3.txt,1
adorned,file4.txt,3
receiptedthe,file4.txt,1
dhozier,file4.txt,1
assume,file5.txt,5
assume,file1.txt,4
assume,file6.txt,26
assume,file3.txt,2
assume,file4.txt,22
assume,file2.txt,2
assume,file7.txt,3
assume,file8.txt,1
smouldered,file5.txt,1
clumsiness,file4.txt,1
clumsiness,file8.txt,1
memory,file5.txt,63
memory,file1.txt,11
memory,file6.txt,40
memory,file3.txt,11
memory,file4.txt,49
memory,file2.txt,10
memory,file7.txt,10
memory,file8.txt,21
woundedsome,file6.txt,1
intercede,file6.txt,3
intercede,file4.txt,1
intercede,file8.txt,1
firesolder,file8.txt,1
disaster,file5.txt,12
disaster,file1.txt,4
disaster,file6.txt,4
disaster,file4.txt,1
disaster,file7.txt,1
dissection,file1.txt,1
sirto,file1.txt,1
progeny,file1.txt,3
progeny,file4.txt,1
livresa,file4.txt,1
attends,file5.txt,1
attends,file1.txt,1
attends,file4.txt,1
attends,file7.txt,1
chessman,file1.txt,1
imbruing,file7.txt,1
affirmations,file5.txt,2
anothers,file1.txt,2
anothers,file6.txt,12
anothers,file3.txt,2
anothers,file4.txt,3
anothers,file7.txt,5
anothers,file8.txt,1
earliest,file1.txt,3
earliest,file6.txt,2
earliest,file3.txt,1
earliest,file4.txt,5
earliest,file2.txt,1
earliest,file7.txt,10
earliest,file8.txt,1
disinterredno,file4.txt,1
budged,file1.txt,1
tilly,file5.txt,1
stylish,file6.txt,1
lyceums,file5.txt,1
marvel,file5.txt,7
marvel,file1.txt,2
marvel,file3.txt,1
marvel,file8.txt,1
deadlooking,file6.txt,1
funnel,file5.txt,2
funnel,file6.txt,1
docteur,file5.txt,1
ledgers,file1.txt,1
ledgers,file3.txt,1
ledgers,file4.txt,3
ledgers,file2.txt,1
hawthornes,file1.txt,1
demande,file6.txt,2
gland,file4.txt,1
extant,file5.txt,1
extant,file1.txt,2
fuddled,file1.txt,1
candies,file1.txt,1
vermillion,file1.txt,1
preliminaries,file1.txt,2
preliminaries,file6.txt,2
preliminaries,file3.txt,1
preliminaries,file4.txt,4
preliminaries,file7.txt,2
crimemust,file4.txt,1
specifically,file1.txt,1
sedulously,file6.txt,1
sedulously,file4.txt,1
kindnot,file1.txt,1
flowers,file5.txt,82
flowers,file1.txt,4
flowers,file6.txt,10
flowers,file3.txt,5
flowers,file4.txt,40
flowers,file2.txt,2
flowers,file7.txt,10
flowers,file8.txt,27
flowery,file5.txt,2
flowery,file1.txt,3
houseful,file6.txt,1
suckling,file1.txt,2
suckling,file6.txt,1
visitants,file1.txt,1
gavotte,file5.txt,1
wretch,file5.txt,49
wretch,file6.txt,1
wretch,file3.txt,4
wretch,file4.txt,19
wretch,file2.txt,1
wretch,file7.txt,5
wretch,file8.txt,3
dexterously,file1.txt,2
dexterously,file3.txt,1
dexterously,file7.txt,1
straitjacket,file1.txt,1
chernosese,file8.txt,1
presentlyall,file1.txt,1
eyebrows,file5.txt,4
eyebrows,file6.txt,32
eyebrows,file3.txt,12
eyebrows,file4.txt,9
eyebrows,file2.txt,3
eyebrows,file7.txt,11
eyebrows,file8.txt,8
yarrow,file5.txt,2
tolstoy,file6.txt,1
fourpenny,file5.txt,1
sorrows,file5.txt,4
sorrows,file1.txt,3
sorrows,file6.txt,5
sorrows,file3.txt,3
sorrows,file4.txt,11
sorrows,file8.txt,3
homesickness,file5.txt,1
bright,file5.txt,9
bright,file1.txt,25
bright,file6.txt,70
bright,file3.txt,26
bright,file4.txt,31
bright,file2.txt,16
bright,file7.txt,29
bright,file8.txt,24
joltnodded,file3.txt,1
seeworked,file3.txt,1
cockney,file5.txt,1
assure,file5.txt,10
assure,file1.txt,5
assure,file6.txt,13
assure,file3.txt,6
assure,file4.txt,77
assure,file2.txt,7
assure,file7.txt,11
assure,file8.txt,3
candide,file5.txt,1
gracious,file5.txt,8
gracious,file1.txt,5
gracious,file6.txt,25
gracious,file3.txt,10
gracious,file4.txt,13
gracious,file2.txt,2
gracious,file7.txt,8
businessjust,file7.txt,1
presentlyand,file7.txt,1
canonicals,file1.txt,1
applauders,file5.txt,1
ssha,file6.txt,2
horrorstruck,file1.txt,1
horrorstruck,file6.txt,2
horrorstruck,file8.txt,1
oasis,file1.txt,1
oasis,file6.txt,1
oasis,file4.txt,1
nitrous,file5.txt,1
medusa,file5.txt,2
medusa,file4.txt,3
pastels,file4.txt,1
cavernpagoda,file1.txt,1
unvarying,file5.txt,1
unvarying,file1.txt,2
unvarying,file6.txt,1
unvarying,file4.txt,1
glasstook,file7.txt,1
billreuth,file8.txt,1
sympathetical,file1.txt,1
grandpapaahm,file4.txt,1
avast,file1.txt,19
avast,file4.txt,1
artaxerxes,file5.txt,1
claimants,file5.txt,1
augustines,file5.txt,2
tubercle,file5.txt,1
onyou,file4.txt,2
encyclopedists,file5.txt,1
undressing,file5.txt,4
undressing,file1.txt,1
undressing,file6.txt,13
undressing,file3.txt,1
undressing,file8.txt,2
corduroys,file7.txt,4
roundjacket,file5.txt,1
exotic,file1.txt,1
exotic,file6.txt,1
twohundredyearold,file2.txt,1
godadvancing,file1.txt,1
psychic,file8.txt,1
introduction,file5.txt,2
introduction,file1.txt,1
introduction,file6.txt,1
introduction,file3.txt,2
introduction,file4.txt,22
introduction,file2.txt,2
introduction,file7.txt,1
introduction,file8.txt,1
archibald,file8.txt,1
cursing,file5.txt,2
cursing,file1.txt,1
cursing,file6.txt,2
cursing,file4.txt,4
revenge,file5.txt,10
revenge,file1.txt,8
revenge,file6.txt,3
revenge,file3.txt,2
revenge,file4.txt,29
revenge,file2.txt,2
revenge,file7.txt,6
revenge,file8.txt,2
intemperance,file6.txt,1
crescendo,file5.txt,1
threads,file5.txt,14
threads,file1.txt,7
threads,file6.txt,3
threads,file4.txt,1
threads,file8.txt,1
runninghidingdoing,file3.txt,1
encounteredthere,file5.txt,1
gingerbread,file5.txt,1
gingerbread,file6.txt,3
overtook,file6.txt,13
overtook,file4.txt,5
overtook,file2.txt,2
overtook,file7.txt,1
overtook,file8.txt,1
supperyou,file1.txt,1
chinkss,file7.txt,6
setall,file1.txt,1
demands,file5.txt,13
demands,file1.txt,1
demands,file6.txt,15
demands,file3.txt,2
demands,file4.txt,8
siren,file4.txt,1
blunderbusses,file5.txt,2
blunderbusses,file3.txt,1
blunderbusses,file4.txt,3
trebles,file5.txt,1
trebled,file5.txt,1
trebled,file6.txt,1
trebled,file4.txt,3
exclaimedthats,file1.txt,1
applesan,file5.txt,1
creware,file1.txt,1
janiculum,file5.txt,1
sires,file1.txt,2
officerwith,file6.txt,1
olivegrounds,file3.txt,1
noncommissioned,file5.txt,1
noncommissioned,file6.txt,12
noncommissioned,file7.txt,1
transfigurations,file5.txt,1
stonestill,file6.txt,1
exuding,file3.txt,1
dutyselim,file4.txt,1
servitude,file5.txt,10
servitude,file2.txt,1
memoir,file5.txt,1
memoir,file2.txt,1
paled,file5.txt,2
paled,file1.txt,1
paled,file4.txt,1
yesyour,file4.txt,1
carefully,file5.txt,18
carefully,file1.txt,11
carefully,file6.txt,46
carefully,file3.txt,9
carefully,file4.txt,58
carefully,file2.txt,10
carefully,file7.txt,14
carefully,file8.txt,19
dabolls,file1.txt,2
szgany,file8.txt,13
piglead,file1.txt,2
buyer,file6.txt,1
gribier,file5.txt,9
average,file5.txt,5
average,file1.txt,2
average,file6.txt,1
average,file2.txt,3
average,file7.txt,2
average,file8.txt,2
konovntsyns,file6.txt,3
cordage,file5.txt,1
cordage,file1.txt,3
cordage,file8.txt,1
choosing,file5.txt,1
choosing,file6.txt,7
choosing,file4.txt,2
choosing,file2.txt,1
choosing,file7.txt,2
choosing,file8.txt,1
prospectuses,file5.txt,1
horsetamers,file8.txt,1
journal,file5.txt,4
journal,file1.txt,1
journal,file3.txt,2
journal,file4.txt,9
journal,file8.txt,60
elijah,file1.txt,13
hopehope,file8.txt,1
downthat,file7.txt,1
petitpicpussainteantoine,file5.txt,1
shrinked,file1.txt,1
bargainabout,file1.txt,1
sirhe,file4.txt,2
leblanc,file5.txt,102
business,file5.txt,51
business,file1.txt,67
business,file6.txt,99
business,file3.txt,123
business,file4.txt,65
business,file2.txt,74
business,file7.txt,57
business,file8.txt,22
lucius,file4.txt,1
midnightanother,file8.txt,1
villefortobserve,file4.txt,1
finbone,file1.txt,1
uprose,file7.txt,1
chapelbehold,file5.txt,1
inscribed,file5.txt,12
inscribed,file1.txt,1
inscribed,file6.txt,1
inscribed,file3.txt,2
inscribed,file4.txt,10
inscribed,file7.txt,1
nihilque,file5.txt,1
grumble,file5.txt,3
grumble,file6.txt,1
grumble,file8.txt,1
borrow,file5.txt,9
borrow,file1.txt,1
borrow,file6.txt,2
borrow,file3.txt,1
borrow,file4.txt,2
borrow,file2.txt,1
borrow,file7.txt,2
confectioner,file7.txt,1
retrieved,file6.txt,1
barroiss,file4.txt,1
baba,file4.txt,2
plurality,file1.txt,1
lieutenantgeneral,file5.txt,2
lieutenantgeneral,file4.txt,4
journey,file5.txt,25
journey,file1.txt,2
journey,file6.txt,50
journey,file3.txt,23
journey,file4.txt,48
journey,file2.txt,9
journey,file7.txt,9
journey,file8.txt,19
haphazardlike,file1.txt,1
untidiness,file6.txt,1
merchantman,file2.txt,1
bloodrelying,file8.txt,1
saguet,file5.txt,1
casque,file5.txt,1
casque,file6.txt,1
acceded,file4.txt,1
kurkin,file6.txt,3
seeva,file1.txt,1
narrowing,file6.txt,1
narrowing,file3.txt,1
galleyconvict,file5.txt,1
impersonated,file1.txt,1
childneither,file5.txt,1
carlini,file4.txt,36
pumped,file3.txt,1
pumped,file4.txt,1
back,file5.txt,415
back,file1.txt,150
back,file6.txt,515
back,file3.txt,134
back,file4.txt,224
back,file2.txt,138
back,file7.txt,238
back,file8.txt,259
albanese,file4.txt,1
resisting,file5.txt,5
resisting,file4.txt,2
resisting,file8.txt,1
heeded,file5.txt,1
heeded,file1.txt,6
paler,file5.txt,2
paler,file1.txt,1
paler,file6.txt,5
paler,file3.txt,1
paler,file4.txt,12
paler,file8.txt,3
pales,file5.txt,1
engagements,file5.txt,3
engagements,file6.txt,3
